project-name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,fi-changes,ostrand,scattering,intensity,ana,acm,arl,acpd,bug,is-buggy,is-buggy-boolean
lucene,2.4,org.apache.lucene.store.SimpleFSLockFactory,6,2,0,5,17,3,2,3,4,0.2,102,1,0,0.571428571,0.611111111,0,0,15.83333333,2,0.6667,73,3.0,30.0,0,1.0,3.0,5.0,2.76,2,1,TRUE
lucene,2.4,org.apache.lucene.index.ReadOnlyMultiSegmentReader,3,4,0,6,6,3,3,5,0,2,22,0,0,0.992366412,0.571428571,1,2,6.333333333,1,0.3333,58,4.0,62.0,0,3.0,3.0,1.0,5.48,2,1,TRUE
lucene,2.4,org.apache.lucene.search.ExactPhraseScorer,2,4,0,8,9,1,2,6,0,2,64,0,0,0.952380952,0.583333333,1,1,31,1,0.5,43,4.0,49.0,0,2.0,1.0,1.0,5.58,2,1,TRUE
lucene,2.4,org.apache.lucene.search.spans.PayloadSpans,2,1,0,15,2,1,14,1,2,2,2,0,0,0,1,0,0,0,1,1,37,1.0,54.0,0,3.0,6.0,2.0,3.74,2,1,TRUE
lucene,2.4,org.apache.lucene.index.Term,13,1,0,79,22,0,79,0,10,0.125,145,0,0,0,0.294871795,1,1,10,6,1.2308,68,3.0,66.0,0,3.0,1.0,5.0,3.41,2,1,TRUE
lucene,2.4,org.apache.lucene.search.SloppyPhraseScorer,5,4,0,8,20,0,2,6,0,0.625,389,1,2,0.833333333,0.325,1,1,76,5,2,97,1.0,9.0,0,3.0,5.0,4.0,7.35,2,1,TRUE
lucene,2.4,org.apache.lucene.search.spans.SpanFirstQuery,14,3,0,7,31,0,1,7,12,0.461538462,182,1,1,0.566666667,0.196428571,2,2,11.85714286,6,1.2857,77,1.0,56.0,0,3.0,7.0,5.0,1.73,2,1,TRUE
lucene,2.4,org.apache.lucene.index.IndexModifier,26,1,0,13,58,0,0,13,22,0.344,719,1,4,0,0.184615385,0,0,26.26923077,2,1.1538,4,3.0,64.0,0,2.0,6.0,1.0,4.45,2,1,TRUE
lucene,2.4,org.apache.lucene.document.FieldSelectorResult,4,1,0,7,6,0,7,0,2,0.875,83,0.125,7,0,0.555555556,1,1,17.75,5,1.5,7,1.0,45.0,0,2.0,2.0,5.0,3.86,2,1,TRUE
lucene,2.4,org.apache.lucene.analysis.StopAnalyzer,8,2,0,9,18,0,2,8,7,0.5,228,0.5,0,0.714285714,0.357142857,1,2,27.25,1,0.25,66,3.0,64.0,0,1.0,3.0,4.0,3.48,2,1,TRUE
lucene,2.4,org.apache.lucene.search.ReqOptSumScorer,6,3,0,4,15,0,1,3,6,0.466666667,113,1,2,0.615384615,0.5,1,3,17.33333333,1,0.8333,52,4.0,45.0,0,2.0,1.0,3.0,2.51,2,1,TRUE
lucene,2.4,org.apache.lucene.search.RemoteSearchable,13,4,0,14,31,0,0,14,13,0,120,1,1,0.6,0.205128205,0,0,8.153846154,1,0.9231,4,1.0,18.0,0,1.0,1.0,3.0,1.23,2,1,TRUE
lucene,2.4,org.apache.lucene.index.FilterIndexReader,28,2,0,12,57,0,0,12,23,0,200,1,1,0.73,0.185714286,1,9,6.107142857,1,0.9643,39,1.0,36.0,0,2.0,5.0,4.0,6.36,2,1,TRUE
lucene,2.4,org.apache.lucene.util.DocIdBitSet,4,2,0,4,9,0,2,3,3,0.833333333,31,0.5,0,0.25,0.416666667,0,0,6.25,1,0.75,20,4.0,64.0,0,3.0,4.0,2.0,6.83,2,1,TRUE
lucene,2.4,org.apache.lucene.search.RangeFilter,9,2,0,8,38,0,1,7,9,0.083333333,695,1,0,0.222222222,0.314814815,2,2,75.55555556,14,3.2222,72,2.0,59.0,0,2.0,6.0,1.0,2.59,2,1,TRUE
lucene,2.4,org.apache.lucene.search.ReqExclScorer,7,3,0,4,16,0,1,3,6,0.333333333,179,1,2,0.571428571,0.476190476,1,3,24.14285714,1,0.8571,58,1.0,16.0,0,3.0,6.0,3.0,7.12,2,1,TRUE
lucene,2.4,org.apache.lucene.search.DisjunctionSumScorer,12,3,1,7,37,0,2,5,9,0.454545455,357,1,1,0.444444444,0.416666667,1,3,28.08333333,1,0.8333,71,1.0,28.0,0,2.0,4.0,5.0,2.41,2,1,TRUE
lucene,2.4,org.apache.lucene.index.LogDocMergePolicy,4,3,0,3,5,0,1,2,3,1.333333333,27,0,0,0.892857143,0.5,1,2,5.5,1,0.75,83,2.0,7.0,0,1.0,8.0,5.0,6.65,2,1,TRUE
lucene,2.4,org.apache.lucene.util.BitVector,15,1,0,8,29,0,5,3,9,0.285714286,1538,1,0,0,0.321428571,0,0,101.2666667,10,2,38,2.0,40.0,0,1.0,6.0,3.0,1.05,2,1,TRUE
lucene,2.4,org.apache.lucene.index.FieldInfo,4,1,0,29,5,0,29,0,1,0.148148148,172,0,0,0,0.45,0,0,39.75,8,4.25,7,2.0,59.0,0,2.0,9.0,2.0,7.98,2,1,TRUE
lucene,2.4,org.apache.lucene.search.DisjunctionMaxScorer,11,3,0,4,25,0,1,3,7,0.625,447,1,0,0.444444444,0.287878788,1,3,39.27272727,6,1.5455,35,2.0,61.0,0,2.0,2.0,4.0,4.42,2,1,TRUE
lucene,2.4,org.apache.lucene.document.Fieldable,24,1,0,20,24,276,19,1,24,2,24,0,0,0,0.291666667,0,0,0,1,1,62,1.0,63.0,5.5,1.0,4.0,4.0,1.33,1,1,TRUE
lucene,2.4,org.apache.lucene.queryParser.QueryParserTokenManager,35,1,0,5,51,253,1,4,7,0.719814241,3060,0.210526316,1,0,0.405882353,0,0,85.88571429,112,7.8286,96,2.0,22.0,9.1,1.0,8.0,1.0,5.99,1,1,TRUE
lucene,2.4,org.apache.lucene.document.AbstractField,24,1,3,7,34,140,3,4,21,0.855978261,593,1,0,0,0.171875,0,0,23.04166667,20,2.125,44,3.0,37.0,5.5,1.0,7.0,3.0,1.04,1,1,TRUE
lucene,2.4,org.apache.lucene.index.FreqProxTermsWriter,13,2,0,24,64,72,1,24,2,0.866666667,856,0.2,2,0.388888889,0.155555556,1,1,64.46153846,4,1.1538,72,2.0,68.0,0,2.0,5.0,3.0,4.03,1,1,TRUE
lucene,2.4,org.apache.lucene.queryParser.CharStream,12,1,0,3,12,66,3,0,12,2,12,0,0,0,0.583333333,0,0,0,1,1,76,4.0,18.0,0,2.0,2.0,1.0,3.44,1,1,TRUE
lucene,2.4,org.apache.lucene.search.Explanation,13,1,1,41,21,64,41,0,11,0.611111111,197,1,0,0,0.292307692,0,0,13.92307692,4,1.4615,49,3.0,26.0,0,1.0,8.0,4.0,4.44,1,1,TRUE
lucene,2.4,org.apache.lucene.search.FuzzyTermEnum,14,3,0,5,29,53,1,4,6,0.692307692,514,1,1,0.541666667,0.333333333,1,4,34.92857143,14,2.2857,44,4.0,8.0,0,3.0,8.0,3.0,7.84,1,1,TRUE
lucene,2.4,org.apache.lucene.analysis.StopFilter,13,3,0,6,29,38,2,4,11,0.716666667,178,0.6,1,0.466666667,0.285714286,1,2,12.30769231,1,0.6154,19,2.0,23.0,0,1.0,4.0,2.0,4.83,1,1,TRUE
lucene,2.4,org.apache.lucene.queryParser.Token,7,1,0,4,8,19,4,0,7,0.979166667,49,0,2,0,0.523809524,0,0,4.857142857,2,0.7143,7,1.0,25.0,0,2.0,5.0,4.0,7.69,1,1,TRUE
lucene,2.4,org.apache.lucene.index.TermVectorsTermsWriterPerField,11,2,0,19,40,17,2,19,2,0.775,599,0,6,0.4,0.222222222,0,0,52.36363636,15,2.8182,3,1.0,57.0,0,2.0,4.0,3.0,4.4,1,1,TRUE
lucene,2.4,org.apache.lucene.index.TermFreqVector,6,1,0,14,6,15,14,0,6,2,6,0,0,0,0.375,0,0,0,1,1,54,2.0,53.0,0,1.0,5.0,3.0,4.22,1,1,TRUE
lucene,2.4,org.apache.lucene.queryParser.TokenMgrError,6,3,0,2,19,15,2,0,4,1.12,184,0,0,0.8125,0.5,1,1,28.83333333,14,2.8333,13,3.0,67.0,0,3.0,5.0,5.0,6.36,1,1,TRUE
lucene,2.4,org.apache.lucene.index.TermEnum,6,1,5,38,8,15,37,1,6,2,21,0,0,0,0.583333333,0,0,2.5,1,0.8333,69,3.0,18.0,0,1.0,4.0,1.0,5.66,1,1,TRUE
lucene,2.4,org.apache.lucene.store.Lock,6,1,5,19,19,13,18,1,5,1,119,0.333333333,0,0,0.6,0,0,18.33333333,1,0.6667,16,2.0,13.0,0,1.0,7.0,3.0,5.57,1,1,TRUE
lucene,2.4,org.apache.lucene.search.function.FloatFieldSource,7,3,0,7,21,9,2,6,6,0.777777778,120,0.333333333,1,0.705882353,0.333333333,2,3,15.71428571,6,1.7143,85,1.0,25.0,0,1.0,8.0,5.0,5.99,1,1,TRUE
lucene,2.4,org.apache.lucene.search.ComplexExplanation,6,2,0,11,18,9,10,1,5,0.2,65,1,0,0.733333333,0.333333333,1,1,9.666666667,3,1.1667,100,3.0,66.0,0,3.0,8.0,1.0,6.69,1,1,TRUE
lucene,2.4,org.apache.lucene.search.function.ShortFieldSource,7,3,0,7,21,9,2,6,6,0.777777778,120,0.333333333,1,0.705882353,0.333333333,2,3,15.71428571,6,1.7143,12,4.0,55.0,0,1.0,6.0,3.0,6.47,1,1,TRUE
lucene,2.4,org.apache.lucene.search.function.ByteFieldSource,7,3,0,7,21,9,2,6,6,0.777777778,120,0.333333333,1,0.705882353,0.333333333,2,3,15.71428571,6,1.7143,51,1.0,6.0,0,3.0,2.0,1.0,2.18,1,1,TRUE
lucene,2.4,org.apache.lucene.search.function.IntFieldSource,7,3,0,7,21,9,2,6,6,0.777777778,120,0.333333333,1,0.705882353,0.333333333,2,3,15.71428571,6,1.7143,15,4.0,19.0,0,3.0,2.0,1.0,4.47,1,1,TRUE
lucene,2.4,org.apache.lucene.search.CachingSpanFilter,8,3,0,4,21,8,0,4,7,0.285714286,116,1,1,0.3,0.4375,2,2,13.25,2,1,77,2.0,19.0,0,2.0,8.0,3.0,1.93,1,1,TRUE
lucene,2.4,org.apache.lucene.search.function.FieldCacheSource,8,2,4,8,11,8,4,4,8,0.428571429,54,1,0,0.416666667,0.3125,2,2,5.625,4,1.25,14,1.0,70.0,0,3.0,2.0,4.0,3.67,1,1,TRUE
lucene,2.4,org.apache.lucene.util.PriorityQueue,13,1,9,12,14,8,12,0,9,0.444444444,293,1,0,0,0.461538462,0,0,21.30769231,7,2.0769,45,3.0,41.0,0,3.0,3.0,4.0,3.87,1,1,TRUE
lucene,2.4,org.apache.lucene.analysis.CachingTokenFilter,6,3,0,3,19,7,0,3,3,0.8,107,0.5,0,0.636363636,0.4,2,3,16.16666667,1,0.6667,35,2.0,54.0,0,1.0,5.0,5.0,7.99,1,1,TRUE
lucene,2.4,org.apache.lucene.analysis.WordlistLoader,4,1,0,2,17,6,2,0,4,2,147,0,0,0,0.333333333,0,0,35.75,1,0.75,91,1.0,60.0,0,1.0,2.0,5.0,4.53,1,1,TRUE
lucene,2.4,org.apache.lucene.index.StoredFieldsWriterPerField,5,2,0,10,23,6,1,10,2,0.8,185,0,3,0.4,0.333333333,0,0,35,1,0.6,72,3.0,33.0,0,1.0,4.0,5.0,5.24,1,1,TRUE
lucene,2.4,org.apache.lucene.search.WildcardTermEnum,6,3,0,5,20,5,1,4,5,0.825,247,0,1,0.722222222,0.333333333,1,4,38.83333333,16,3.6667,28,3.0,12.0,0,2.0,1.0,2.0,6.58,1,1,TRUE
lucene,2.4,org.apache.lucene.store.LockFactory,5,1,5,10,6,4,9,1,5,0.5,19,1,0,0,0.8,0,0,2.6,1,0.8,45,1.0,38.0,0,3.0,3.0,3.0,6.03,1,1,TRUE
lucene,2.4,org.apache.lucene.search.payloads.PayloadSpanUtil,4,1,0,15,36,4,0,15,2,0.333333333,356,1,1,0,0.5,0,0,87.75,1,0.75,12,1.0,52.0,0,2.0,8.0,3.0,6.11,1,1,TRUE
lucene,2.4,org.apache.lucene.search.Filter,3,1,6,28,5,3,25,3,3,2,15,0,0,0,0.833333333,0,0,4,1,0.6667,51,4.0,59.0,0,2.0,9.0,4.0,7.34,1,1,TRUE
lucene,2.4,org.apache.lucene.analysis.WhitespaceAnalyzer,3,2,0,4,8,3,0,4,3,2,31,0,0,0.714285714,0.777777778,1,2,9.333333333,1,0.6667,80,1.0,25.0,0,3.0,9.0,2.0,7.98,1,1,TRUE
lucene,2.4,org.apache.lucene.analysis.SimpleAnalyzer,3,2,0,5,8,3,1,4,3,2,31,0,0,0.714285714,0.777777778,1,2,9.333333333,1,0.6667,14,3.0,65.0,0,1.0,3.0,5.0,3.57,1,1,TRUE
lucene,2.4,org.apache.lucene.search.SortComparator,3,1,0,7,7,3,4,5,2,2,21,0,0,0,0.666666667,0,0,6,1,0.6667,44,2.0,36.0,0,1.0,1.0,3.0,1.32,1,1,TRUE
lucene,2.4,org.apache.lucene.analysis.KeywordAnalyzer,3,2,0,4,8,3,0,4,3,2,31,0,0,0.714285714,0.777777778,1,2,9.333333333,1,0.6667,98,4.0,58.0,0,1.0,3.0,2.0,4.09,1,1,TRUE
lucene,2.4,org.apache.lucene.search.ConjunctionScorer,9,3,1,6,21,2,3,4,7,0.475,278,1,1,0.533333333,0.355555556,1,3,29.33333333,1,0.7778,60,4.0,30.0,0,1.0,1.0,5.0,2.72,1,1,TRUE
lucene,2.4,org.apache.lucene.index.StoredFieldsWriterPerThread,5,2,0,12,10,2,2,12,5,0.8125,74,0,4,0.5,0.4,0,0,13,3,1.6,6,1.0,70.0,0,3.0,7.0,2.0,2.0,1,1,TRUE
lucene,2.4,org.apache.lucene.index.TermVectorOffsetInfo,9,1,0,11,10,2,11,0,8,0.666666667,83,0.666666667,1,0,0.5,1,1,7.888888889,5,1.1111,32,2.0,48.0,0,2.0,8.0,2.0,1.82,1,1,TRUE
lucene,2.4,org.apache.lucene.index.MergeDocIDRemapper,4,1,0,5,12,2,2,3,2,0.708333333,354,0,0,0,0.428571429,0,0,85.5,10,2.75,43,2.0,26.0,0,1.0,5.0,5.0,1.72,1,1,TRUE
lucene,2.4,org.apache.lucene.analysis.WhitespaceTokenizer,2,4,0,2,4,1,1,1,1,2,13,0,0,0.923076923,0.666666667,1,1,5.5,2,1,86,1.0,59.0,0,3.0,6.0,1.0,6.73,1,1,TRUE
lucene,2.4,org.apache.lucene.search.TopFieldDocCollector,3,3,0,11,13,1,1,10,3,1,88,1,1,0.666666667,0.533333333,1,3,28,3,1.6667,53,2.0,30.0,0,3.0,9.0,1.0,7.39,1,1,TRUE
lucene,2.4,org.apache.lucene.search.HitQueue,2,2,0,6,4,1,4,2,0,2,39,0,0,0.923076923,0.666666667,1,3,18.5,4,2,11,1.0,53.0,0,3.0,5.0,1.0,6.48,1,1,TRUE
lucene,2.4,org.apache.lucene.util.ToStringUtils,2,1,0,17,7,1,17,0,2,2,21,0,0,0,0.5,0,0,9.5,2,1,50,1.0,24.0,0,1.0,9.0,4.0,6.84,1,1,TRUE
lucene,2.4,org.apache.lucene.search.FieldDoc,2,2,0,4,3,1,3,1,2,1,16,0,0,0,0.875,0,0,6.5,0,0,54,4.0,30.0,0,1.0,4.0,2.0,7.21,1,1,TRUE
lucene,2.4,org.apache.lucene.search.HitCollector,2,1,7,23,3,1,23,0,2,2,5,0,0,0,0.666666667,0,0,1.5,1,0.5,50,1.0,54.0,0,1.0,4.0,4.0,2.18,1,1,TRUE
lucene,2.4,org.apache.lucene.search.function.FieldScoreQuery,2,3,0,7,12,1,0,7,1,2,52,0,0,0.947368421,0.833333333,0,0,25,5,2.5,86,1.0,58.0,0,2.0,2.0,1.0,7.4,1,1,TRUE
lucene,2.4,org.apache.lucene.index.TermInfosWriter,11,1,0,10,44,1,2,8,0,0.719047619,658,0.523809524,7,0,0.366666667,0,0,56.90909091,7,1.2727,97,3.0,46.0,0,2.0,1.0,2.0,2.53,1,1,TRUE
lucene,2.4,org.apache.lucene.analysis.LowerCaseTokenizer,2,5,0,3,4,1,2,1,1,2,9,0,0,0.928571429,0.666666667,1,1,3.5,1,0.5,42,3.0,4.0,0,3.0,3.0,3.0,3.0,1,1,TRUE
lucene,2.4,org.apache.lucene.util.UnicodeUtil,7,1,0,8,15,1,6,2,5,1.075757576,969,0.363636364,0,0,0.333333333,0,0,135.8571429,14,7.7143,81,1.0,66.0,0,2.0,7.0,4.0,6.52,1,1,TRUE
lucene,2.4,org.apache.lucene.index.DocInverterPerThread,5,2,0,19,18,0,8,15,4,0.785714286,84,0,7,0.5,0.4,0,0,14.4,3,1.2,19,2.0,13.0,0,1.0,4.0,3.0,1.25,1,1,TRUE
lucene,2.4,org.apache.lucene.index.FieldsWriter,13,1,0,13,61,0,4,9,0,0.881944444,553,0.333333333,3,0,0.179487179,0,0,40.61538462,4,1,71,4.0,15.0,0,2.0,6.0,5.0,4.59,1,1,TRUE
lucene,2.4,org.apache.lucene.index.DocFieldProcessor,6,2,0,10,25,0,2,10,6,0.666666667,91,0,3,0.5,0.333333333,0,0,13.66666667,1,0.8333,32,2.0,46.0,0,1.0,4.0,1.0,7.76,1,1,TRUE
lucene,2.4,org.apache.lucene.analysis.PerFieldAnalyzerWrapper,6,2,0,2,17,0,0,2,6,0.1,90,1,1,0.5,0.583333333,1,1,13.66666667,2,1.1667,7,2.0,38.0,0,1.0,1.0,5.0,7.78,1,1,TRUE
lucene,2.4,org.apache.lucene.index.DocumentsWriterThreadState,2,1,0,7,5,0,4,5,1,0.833333333,57,0,3,0,0.75,0,0,24.5,1,0.5,14,4.0,23.0,0,1.0,8.0,1.0,5.14,1,1,TRUE
lucene,2.4,org.apache.lucene.search.TopDocs,3,1,1,14,4,0,13,1,3,0.666666667,25,0.333333333,1,0,0.583333333,0,0,6.333333333,1,0.6667,25,4.0,68.0,0,1.0,8.0,5.0,5.24,1,1,TRUE
lucene,2.4,org.apache.lucene.index.MultiLevelSkipListWriter,6,1,1,3,16,0,1,2,0,0.466666667,178,1,1,0,0.611111111,0,0,28.16666667,3,1.3333,60,4.0,70.0,0,3.0,9.0,5.0,1.76,1,1,TRUE
lucene,2.4,org.apache.lucene.index.SegmentMergeInfo,5,1,0,7,14,0,3,4,0,0.75,108,0.333333333,4,0,0.4,0,0,19.4,5,1.6,91,1.0,35.0,0,3.0,9.0,1.0,7.04,1,1,TRUE
lucene,2.4,org.apache.lucene.search.RemoteCachingWrapperFilter,3,2,0,4,8,0,0,4,3,0,28,1,1,0.5,0.666666667,1,1,8,1,0.6667,59,1.0,9.0,0,2.0,2.0,2.0,7.99,1,1,TRUE
lucene,2.4,org.apache.lucene.search.ConstantScoreRangeQuery,11,2,0,6,27,0,1,5,11,0.45,348,1,0,0.571428571,0.287878788,2,3,30.09090909,15,3.0909,14,3.0,40.0,0,3.0,1.0,1.0,4.94,1,1,TRUE
lucene,2.4,org.apache.lucene.index.DocFieldProcessorPerThread,9,2,0,22,46,0,9,16,4,0.836538462,770,0,6,0.222222222,0.232142857,1,1,83.11111111,12,3.6667,4,2.0,6.0,0,2.0,2.0,3.0,2.43,1,1,TRUE
lucene,2.4,org.apache.lucene.index.BufferedDeletes,5,1,0,5,30,0,1,4,0,0.1875,227,0,0,0,0.3,0,0,43.6,7,2.6,8,1.0,27.0,0,1.0,8.0,1.0,6.48,1,1,TRUE
lucene,2.4,org.apache.lucene.index.TermVectorsWriter,6,1,0,13,42,0,2,11,2,0.628571429,599,0.571428571,5,0,0.3,0,0,97.66666667,1,0.6667,88,3.0,16.0,0,3.0,5.0,5.0,7.02,1,1,TRUE
lucene,2.4,org.apache.lucene.search.SpanQueryFilter,8,3,0,8,29,0,0,8,7,0.142857143,118,1,1,0.333333333,0.375,1,1,13.625,3,1,61,2.0,49.0,0,1.0,2.0,2.0,6.17,1,1,TRUE
lucene,2.4,org.apache.lucene.search.TopDocCollector,6,2,1,7,13,0,2,5,4,0.6,117,1,2,0.25,0.5,0,0,18,4,1.3333,42,2.0,15.0,0,3.0,6.0,3.0,5.02,1,1,TRUE
lucene,2.4,org.apache.lucene.search.ScoreDoc,1,1,1,23,2,0,23,0,1,2,12,0,0,0,1,0,0,9,0,0,9,4.0,6.0,0,1.0,3.0,4.0,1.17,1,1,TRUE
lucene,2.4,org.apache.lucene.queryParser.ParseException,5,3,0,3,18,0,2,1,4,0.55,408,0.4,1,0.866666667,0.4,1,1,79.6,14,4.8,94,2.0,62.0,0,1.0,3.0,3.0,7.99,1,1,TRUE
lucene,2.4,org.apache.lucene.search.spans.SpanTermQuery,10,3,1,10,28,0,2,8,10,0,122,1,1,0.653846154,0.266666667,2,2,11.1,4,1.3,99,1.0,39.0,0,3.0,5.0,1.0,5.48,1,1,TRUE
lucene,2.4,org.apache.lucene.search.SortComparatorSource,1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,1,32,3.0,38.0,0,1.0,6.0,1.0,1.85,1,1,TRUE
lucene,2.4,org.apache.lucene.search.SimilarityDelegator,8,2,1,2,16,0,1,1,8,0,56,1,1,0.681818182,0.395833333,1,2,5.875,1,0.875,79,4.0,53.0,0,2.0,9.0,2.0,5.39,1,1,TRUE
lucene,2.4,org.apache.lucene.store.SingleInstanceLockFactory,3,2,0,4,8,0,1,3,3,0,43,1,0,0.666666667,0.833333333,0,0,13,1,0.6667,89,4.0,60.0,0,1.0,4.0,2.0,2.15,1,1,TRUE
lucene,2.4,org.apache.lucene.util.ScorerDocQueue,16,1,0,3,24,0,2,2,12,0.383333333,361,1,2,0,0.328125,0,0,21.3125,7,1.75,48,2.0,66.0,0,1.0,9.0,2.0,7.96,1,1,TRUE
lucene,2.4,org.apache.lucene.analysis.standard.StandardTokenizerImpl,25,1,0,3,35,196,2,2,10,0.968495935,729,0.707317073,0,0,0.214285714,0,0,26.52,3,1.28,0,1.0,6.0,5.5,3.0,1.0,5.0,3.09,0,0,FALSE
lucene,2.4,org.apache.lucene.index.TermVectorsReader,23,1,0,12,66,99,3,9,2,0.847593583,1164,0.470588235,4,0,0.231404959,0,0,48.86956522,2,0.8696,70,4.0,29.0,0,3.0,1.0,5.0,5.69,0,0,FALSE
lucene,2.4,org.apache.lucene.index.CompoundFileReader,16,2,0,9,40,70,2,7,16,0.72,267,1,2,0.575757576,0.5,1,5,15.375,1,0.875,96,4.0,57.0,0,3.0,7.0,3.0,5.14,0,0,FALSE
lucene,2.4,org.apache.lucene.search.RemoteSearchable_Stub,14,3,0,13,24,69,0,13,12,0.963369963,723,0.571428571,0,0.454545455,0.205128205,0,0,49.14285714,1,0.8571,13,4.0,55.0,0,2.0,8.0,1.0,6.04,0,0,FALSE
lucene,2.4,org.apache.lucene.index.MultipleTermPositions,13,1,0,8,36,58,1,7,13,0.791666667,191,1,2,0,0.201923077,0,0,13.38461538,1,0.9231,95,3.0,6.0,0,2.0,1.0,1.0,5.07,0,0,FALSE
lucene,2.4,org.apache.lucene.index.FreqProxTermsWriterPerField,13,2,0,13,25,46,3,11,3,0.833333333,364,0,5,0.352941176,0.196969697,0,0,26.30769231,14,2.4615,20,4.0,23.0,0,3.0,1.0,2.0,7.34,0,0,FALSE
lucene,2.4,org.apache.lucene.store.BufferedIndexInput,17,2,2,4,33,42,3,1,10,0.6953125,478,0.625,0,0.548387097,0.302083333,1,5,26.64705882,8,1.2941,72,1.0,55.0,0,2.0,4.0,5.0,6.32,0,0,FALSE
lucene,2.4,org.apache.lucene.index.ByteSliceReader,13,2,0,8,22,38,5,3,10,0.658333333,447,0,1,0.607142857,0.214285714,1,4,32.61538462,8,2.3846,75,4.0,19.0,0,1.0,7.0,5.0,6.22,0,0,FALSE
lucene,2.4,org.apache.lucene.queryParser.MultiFieldQueryParser,12,2,0,9,33,34,0,9,5,0.590909091,453,1,0,0.885057471,0.283333333,1,5,36.58333333,3,1,94,4.0,65.0,0,3.0,8.0,3.0,7.56,0,0,FALSE
lucene,2.4,org.apache.lucene.index.TermVectorEntry,13,1,0,4,22,32,3,1,10,0.783333333,135,0.8,1,0,0.269230769,1,1,9,7,1.3846,95,2.0,17.0,0,1.0,7.0,4.0,6.77,0,0,FALSE
lucene,2.4,org.apache.lucene.index.NormsWriter,9,2,0,13,46,32,2,12,3,0.90625,409,0.5,1,0.416666667,0.25,0,0,44,1,0.7778,91,3.0,26.0,0,1.0,9.0,5.0,1.08,0,0,FALSE
lucene,2.4,org.apache.lucene.index.TermDocs,8,1,0,30,8,28,28,2,8,2,8,0,0,0,0.3,0,0,0,1,1,65,3.0,51.0,0,2.0,5.0,2.0,7.19,0,0,FALSE
lucene,2.4,org.apache.lucene.index.TermsHashConsumer,8,1,2,9,9,28,5,5,0,1,16,0,1,0,0.267857143,0,0,0.875,1,0.875,88,1.0,68.0,0,3.0,2.0,2.0,1.42,0,0,FALSE
lucene,2.4,org.apache.lucene.store.RAMOutputStream,16,2,0,11,33,26,9,2,11,0.688888889,332,0.666666667,1,0.566666667,0.175,1,5,19.1875,2,0.9375,37,4.0,6.0,0,2.0,7.0,5.0,4.11,0,0,FALSE
lucene,2.4,org.apache.lucene.index.TermVectorsTermsWriterPerThread,9,2,0,12,21,24,2,12,5,0.916666667,167,0,6,0.363636364,0.270833333,0,0,16.55555556,6,2,32,4.0,42.0,0,2.0,5.0,1.0,7.35,0,0,FALSE
lucene,2.4,org.apache.lucene.index.TermsHashConsumerPerField,7,1,2,10,8,21,7,3,0,2,10,0,0,0,0.4,0,0,0.428571429,1,0.8571,77,3.0,8.0,0,2.0,1.0,1.0,2.48,0,0,FALSE
lucene,2.4,org.apache.lucene.index.DocFieldConsumer,7,1,3,9,8,21,6,4,0,1,15,0,1,0,0.342857143,0,0,1,1,0.8571,62,4.0,67.0,0,2.0,3.0,5.0,3.69,0,0,FALSE
lucene,2.4,org.apache.lucene.util.SmallFloat,7,1,0,1,10,21,1,0,7,2,155,0,0,0,0.321428571,0,0,21.14285714,4,2.5714,72,2.0,42.0,0,2.0,4.0,2.0,4.11,0,0,FALSE
lucene,2.4,org.apache.lucene.util.cache.Cache,7,1,2,5,9,21,5,1,6,2,18,0,0,0,0.476190476,0,0,1.571428571,1,0.8571,27,1.0,6.0,0,2.0,1.0,2.0,4.23,0,0,FALSE
lucene,2.4,org.apache.lucene.index.InvertedDocConsumer,7,1,1,7,8,21,4,4,0,1,15,0,1,0,0.342857143,0,0,1,1,0.8571,20,2.0,36.0,0,2.0,2.0,2.0,5.43,0,0,FALSE
lucene,2.4,org.apache.lucene.search.DefaultSimilarity,7,2,0,3,10,21,3,1,7,2,54,0,0,0.714285714,0.5,1,2,6.714285714,1,0.8571,99,1.0,52.0,0,2.0,7.0,3.0,1.95,0,0,FALSE
lucene,2.4,org.apache.lucene.store.RAMFile,11,1,0,3,17,19,3,1,0,0.833333333,133,0.5,1,0,0.386363636,0,0,10.54545455,2,0.9091,94,4.0,13.0,0,2.0,9.0,3.0,3.94,0,0,FALSE
lucene,2.4,org.apache.lucene.store.BufferedIndexOutput,10,2,1,2,12,17,1,1,8,0.555555556,185,0.75,0,0.653846154,0.36,1,5,17.1,1,0.9,3,3.0,22.0,0,1.0,9.0,5.0,5.49,0,0,FALSE
lucene,2.4,org.apache.lucene.index.TermVectorMapper,7,1,4,12,8,17,11,1,5,0.833333333,28,1,0,0,0.380952381,0,0,2.714285714,1,0.7143,6,4.0,22.0,0,1.0,5.0,5.0,5.29,0,0,FALSE
lucene,2.4,org.apache.lucene.index.DocConsumer,6,1,1,5,7,15,3,3,0,2,9,0,0,0,0.416666667,0,0,0.5,1,0.8333,48,4.0,55.0,0,1.0,8.0,1.0,7.54,0,0,FALSE
